URL,RepoName,File,Module,LOC,MissingDefault,InconsistentNaming,ComplexExpression,DuplicateEntity,MisplacedAttribute,ImproperAlignment,InvalidProperty,IncompleteTasks,DeprecatedStatement,ImproperQuoteUsage,LongStatement,IncompleteConditional,UnguardedVariable
https://github.com/fraenki/puppet-acme,puppet-acme,C:\Users\chems\Puppeteer/repositories/fraenki/puppet-acme\manifests\request\handler.pp,C:\Users\chems\Puppeteer/repositories/fraenki/puppet-acme\manifests,180,0,0,1,0,0,0,0,0,0,0,0,0,0
https://github.com/frankiethekneeman/puppet-gitlab-ci-multi-runner,puppet-gitlab-ci-multi-runner,C:\Users\chems\Puppeteer/repositories/frankiethekneeman/puppet-gitlab-ci-multi-runner\manifests\init.pp,C:\Users\chems\Puppeteer/repositories/frankiethekneeman/puppet-gitlab-ci-multi-runner\manifests,190,0,0,0,0,0,0,0,1,0,0,0,0,0
https://github.com/frankiethekneeman/puppet-gitlab-ci-multi-runner,puppet-gitlab-ci-multi-runner,C:\Users\chems\Puppeteer/repositories/frankiethekneeman/puppet-gitlab-ci-multi-runner\manifests\runner.pp,C:\Users\chems\Puppeteer/repositories/frankiethekneeman/puppet-gitlab-ci-multi-runner\manifests,239,0,0,0,0,0,0,0,2,0,0,0,0,0
https://github.com/google/rpki-mgmt,rpki-mgmt,C:\Users\chems\Puppeteer/repositories/google/rpki-mgmt\puppet\modules\rpki\manifests\puppet_master.pp,C:\Users\chems\Puppeteer/repositories/google/rpki-mgmt\puppet,54,0,0,0,0,0,0,0,1,0,0,0,0,0
https://github.com/hastexo/kickstack,kickstack,C:\Users\chems\Puppeteer/repositories/hastexo/kickstack\manifests\horizon.pp,C:\Users\chems\Puppeteer/repositories/hastexo/kickstack\manifests,43,0,0,5,0,0,0,0,0,1,0,0,1,0
https://github.com/hastexo/kickstack,kickstack,C:\Users\chems\Puppeteer/repositories/hastexo/kickstack\manifests\init.pp,C:\Users\chems\Puppeteer/repositories/hastexo/kickstack\manifests,53,0,0,0,0,0,0,0,0,1,0,0,0,0
https://github.com/hastexo/kickstack,kickstack,C:\Users\chems\Puppeteer/repositories/hastexo/kickstack\manifests\node\api.pp,C:\Users\chems\Puppeteer/repositories/hastexo/kickstack\manifests,188,0,0,10,0,0,0,0,0,4,0,0,0,0
https://github.com/hastexo/kickstack,kickstack,C:\Users\chems\Puppeteer/repositories/hastexo/kickstack\manifests\node\storage.pp,C:\Users\chems\Puppeteer/repositories/hastexo/kickstack\manifests,18,0,0,5,0,0,0,0,0,1,0,0,0,0
https://github.com/hesco/hesco-weave,hesco-weave,C:\Users\chems\Puppeteer/repositories/hesco/hesco-weave\manifests\interface.pp,C:\Users\chems\Puppeteer/repositories/hesco/hesco-weave\manifests,34,0,0,0,0,0,0,0,0,0,0,0,1,0
https://github.com/hesco/hesco-weave,hesco-weave,C:\Users\chems\Puppeteer/repositories/hesco/hesco-weave\manifests\launch.pp,C:\Users\chems\Puppeteer/repositories/hesco/hesco-weave\manifests,32,0,0,0,0,0,0,0,0,0,0,0,2,0
https://github.com/hfm/puppet-remi,puppet-remi,C:\Users\chems\Puppeteer/repositories/hfm/puppet-remi\manifests\init.pp,C:\Users\chems\Puppeteer/repositories/hfm/puppet-remi\manifests,341,0,0,0,0,0,0,0,0,1,0,0,0,0
https://github.com/hfm/puppet-remi,puppet-remi,C:\Users\chems\Puppeteer/repositories/hfm/puppet-remi\manifests\rpm_gpg_key.pp,C:\Users\chems\Puppeteer/repositories/hfm/puppet-remi\manifests,54,0,0,0,0,0,0,0,0,9,0,0,0,0
https://github.com/jorritfolmer/puppet-splunk,puppet-splunk,C:\Users\chems\Puppeteer/repositories/jorritfolmer/puppet-splunk\manifests\addsearchpeers.pp,C:\Users\chems\Puppeteer/repositories/jorritfolmer/puppet-splunk\manifests,24,0,0,0,0,0,0,0,0,0,0,0,1,0
